Name,Label,levenshtein_real,levenshtein_fictional,fuzzy_real,fuzzy_fictional,double_metaphone_real,double_metaphone_fictional,is_dictionary_word
shondra barrientos,0.0,0,8,100.0,62.85714285714285,1,0,0
clark loggins,0.0,0,7,100.0,56.00000000000001,1,0,1
pamala soucy,0.0,0,6,100.0,55.55555555555556,1,0,0
carolann bruce,0.0,0,7,100.0,64.28571428571428,1,0,0
leigha imai,0.0,0,6,100.0,59.25925925925925,1,1,0
neal holladay,0.0,0,7,100.0,58.33333333333333,1,0,1
shakira knebel,0.0,0,8,100.0,53.84615384615385,1,0,0
selene froman,0.0,0,6,100.0,62.5,1,0,0
tijuana galgano,0.0,0,7,100.0,57.14285714285714,1,0,0
juana murry,0.0,0,6,100.0,60.86956521739131,1,0,0
migdalia espino,0.0,0,9,100.0,55.172413793103445,1,0,1
myrl lanterman,0.0,0,7,100.0,66.66666666666667,1,0,0
lucila cutler,0.0,0,6,100.0,64.0,1,0,1
genia richart,0.0,0,7,100.0,62.06896551724138,1,0,0
albertina siegfried,0.0,0,11,100.0,57.14285714285714,1,0,0
emery markland,0.0,0,8,100.0,57.14285714285714,1,0,1
vernia swan,0.0,0,6,100.0,63.63636363636363,1,0,1
marilynn holt,0.0,0,7,100.0,59.25925925925925,1,0,1
lakiesha murton,0.0,0,8,100.0,59.25925925925925,1,0,0
adelle colegrove,0.0,0,8,100.0,58.06451612903225,1,0,0
silvana jacobo,0.0,0,8,100.0,57.14285714285714,1,0,0
boyd kellen,0.0,0,5,100.0,63.63636363636363,1,0,0
hal sartain,0.0,0,4,100.0,66.66666666666667,1,0,1
jodee brehmer,0.0,0,7,100.0,56.00000000000001,1,0,0
maryanna scalf,0.0,0,8,100.0,53.84615384615385,1,0,0
tatyana willaert,0.0,0,8,100.0,57.14285714285714,1,0,0
coralee wehmeyer,0.0,0,8,100.0,59.25925925925925,1,0,0
mechelle sartain,0.0,0,7,100.0,60.60606060606061,1,0,1
von pankey,0.0,0,5,100.0,60.0,1,0,0
tobi magers,0.0,0,5,100.0,66.66666666666667,1,0,0
tiffiny dupler,0.0,0,6,100.0,62.06896551724138,1,0,0
jena meaders,0.0,0,6,100.0,64.28571428571428,1,0,0
troy mcfarlin,0.0,0,7,100.0,52.63157894736843,1,0,1
debby clevenger,0.0,0,7,100.0,59.25925925925925,1,0,1
jolene licht,0.0,0,6,100.0,63.63636363636363,1,0,0
heike cao,0.0,0,5,100.0,60.0,1,0,0
dominica sayre,0.0,0,7,100.0,64.28571428571428,1,0,0
ladawn stephens,0.0,0,5,100.0,68.75,1,0,0
karri barrientos,0.0,0,8,100.0,58.06451612903225,1,0,1
halley renteria,0.0,0,7,100.0,64.28571428571428,1,0,0
marilynn nave,0.0,0,7,100.0,62.06896551724138,1,0,1
maxwell bold,0.0,0,6,100.0,62.06896551724138,1,0,1
royal lucarelli,0.0,0,8,100.0,59.25925925925925,1,0,1
twyla alls,0.0,0,6,100.0,54.54545454545454,1,0,0
blossom kenley,0.0,0,8,100.0,57.14285714285714,1,0,1
janina rudloff,0.0,0,6,100.0,61.53846153846154,1,0,0
ines zerby,0.0,0,5,100.0,58.33333333333333,1,0,0
len labrie,0.0,0,5,100.0,61.53846153846154,1,0,0
kyung satcher,0.0,0,6,100.0,60.0,1,0,0
jolene pelosi,0.0,0,6,100.0,56.00000000000001,1,0,0
alan zayac,0.0,0,6,100.0,60.0,1,0,1
paz china,0.0,0,5,100.0,57.14285714285714,1,0,1
maryln castilleja,0.0,0,10,100.0,55.172413793103445,1,0,0
marline zayac,0.0,0,6,100.0,66.66666666666667,1,0,1
dong luther,0.0,0,4,100.0,72.72727272727273,1,0,1
donya wronski,0.0,0,7,100.0,57.14285714285714,1,0,0
genoveva gagliano,0.0,0,9,100.0,60.60606060606061,1,0,0
garnett enciso,0.0,0,8,100.0,61.53846153846154,1,0,1
anabel sisler,0.0,0,6,100.0,63.63636363636363,1,0,0
lashell rieke,0.0,0,6,100.0,64.0,1,0,0
loida jilek,0.0,0,6,100.0,60.86956521739131,1,0,0
demetrice abe,0.0,0,7,100.0,59.25925925925925,1,0,0
marilynn wymore,0.0,0,8,100.0,64.28571428571428,1,0,0
leatha wierenga,0.0,0,8,100.0,59.25925925925925,1,0,0
majorie cratty,0.0,0,6,100.0,61.53846153846154,1,0,0
bonita shen,0.0,0,6,100.0,58.33333333333333,1,0,0
stephania watrous,0.0,0,7,100.0,62.5,1,0,0
cuc ketcham,0.0,0,6,100.0,52.63157894736843,1,0,0
hae brisco,0.0,0,5,100.0,69.56521739130434,1,0,0
janina galley,0.0,0,6,100.0,61.53846153846154,1,0,1
natalya keo,0.0,0,6,100.0,59.25925925925925,1,0,0
toya rames,0.0,0,5,100.0,66.66666666666667,1,0,0
curt cadieux,0.0,0,7,100.0,53.84615384615385,1,0,1
emiko freund,0.0,0,5,100.0,60.86956521739131,1,0,0
noriko noblitt,0.0,0,8,100.0,54.54545454545454,1,0,0
caron quinby,0.0,0,5,100.0,60.86956521739131,1,0,0
lynna dumlao,0.0,0,6,100.0,58.33333333333333,1,0,0
markita ohair,0.0,0,7,100.0,59.25925925925925,1,0,0
erwin hammill,0.0,0,7,100.0,60.0,1,0,0
melinda imai,0.0,0,4,100.0,69.56521739130434,1,1,0
cecille raminez,0.0,0,8,100.0,62.06896551724138,1,0,0
sebastian calderone,0.0,0,10,100.0,60.0,1,0,0
brenda lintner,0.0,0,6,100.0,68.96551724137932,1,0,0
marcus hiemstra,0.0,0,9,100.0,56.25,1,0,0
selene alexis,0.0,0,7,100.0,59.25925925925925,1,0,0
willetta elfrink,0.0,0,8,100.0,59.25925925925925,1,0,0
cherri watchman,0.0,0,7,100.0,66.66666666666667,1,0,1
adelle lintner,0.0,0,6,100.0,68.96551724137932,1,0,0
jamey wykoff,0.0,0,7,100.0,52.17391304347826,1,0,0
roselyn hartgrove,0.0,0,7,100.0,64.51612903225806,1,0,0
oleta beers,0.0,0,6,100.0,60.86956521739131,1,0,0
zelma kuchta,0.0,0,6,100.0,57.14285714285714,1,0,0
haley capp,0.0,0,5,100.0,60.86956521739131,1,0,0
theodora romaine,0.0,0,9,100.0,60.0,1,0,1
luz sing,0.0,0,4,100.0,58.82352941176471,1,0,1
jeanine armes,0.0,0,6,100.0,66.66666666666667,1,0,0
maye nardone,0.0,0,6,100.0,60.86956521739131,1,0,0
margherita scroggins,0.0,0,12,100.0,54.054054054054056,1,0,0
marie backer,0.0,0,5,100.0,66.66666666666667,1,0,1
margurite duda,0.0,0,7,100.0,56.00000000000001,1,0,0
rayna hunley,0.0,0,6,100.0,60.86956521739131,1,0,0
selena baier,0.0,0,5,100.0,66.66666666666667,1,0,0
thomas armbruster,0.0,0,6,100.0,72.72727272727273,1,0,0
mohamed luby,0.0,0,7,100.0,52.17391304347826,1,0,0
edgardo fritz,0.0,0,7,100.0,56.00000000000001,1,0,0
dwain arent,0.0,0,5,100.0,63.63636363636363,1,0,1
alida alverson,0.0,0,7,100.0,61.53846153846154,1,0,0
deloras heineman,0.0,0,8,100.0,59.25925925925925,1,0,0
laurette mars,0.0,0,7,100.0,66.66666666666667,1,0,0
malinda greely,0.0,0,7,100.0,60.0,1,0,0
katherin pett,0.0,0,5,100.0,66.66666666666667,1,0,0
sachiko kizer,0.0,0,7,100.0,56.00000000000001,1,0,0
elisa savoy,0.0,0,5,100.0,63.63636363636363,1,0,1
belva cruickshank,0.0,0,10,100.0,52.94117647058824,1,0,0
merlyn dunnington,0.0,0,8,100.0,60.0,1,0,0
tarra merriam,0.0,0,6,100.0,66.66666666666667,1,0,0
dominick funk,0.0,0,7,100.0,59.25925925925925,1,0,1
aurelio augustyn,0.0,0,9,100.0,59.25925925925925,1,0,0
heike dagenhart,0.0,0,8,100.0,55.172413793103445,1,0,0
athena dinkins,0.0,0,7,100.0,61.53846153846154,1,0,0
karisa mojarro,0.0,0,7,100.0,61.53846153846154,1,0,0
stella carley,0.0,0,6,100.0,61.53846153846154,1,0,1
crista dolson,0.0,0,6,100.0,63.63636363636363,1,0,1
rod keltz,0.0,0,4,100.0,66.66666666666667,1,0,1
han benito,0.0,0,5,100.0,60.0,1,0,1
brendan costillo,0.0,0,9,100.0,59.25925925925925,1,0,0
raylene hough,0.0,0,7,100.0,56.00000000000001,1,0,1
maxwell weisman,0.0,0,7,100.0,60.0,1,0,1
leida vassell,0.0,0,7,100.0,61.53846153846154,1,0,0
kylie hobart,0.0,0,5,100.0,58.33333333333333,1,1,0
noe richard,0.0,0,6,100.0,64.28571428571428,1,0,0
suzette perryman,0.0,0,8,100.0,62.5,1,0,1
genaro spagnolo,0.0,0,9,100.0,53.84615384615385,1,0,0
gricelda saraiva,0.0,0,9,100.0,55.172413793103445,1,0,0
gino lucca,0.0,0,5,100.0,57.14285714285714,1,0,0
kathern vancleve,0.0,0,8,100.0,64.51612903225806,1,0,0
kasie holt,0.0,0,4,100.0,63.1578947368421,1,0,1
edith bains,0.0,0,6,100.0,60.0,1,0,0
keren ligon,0.0,0,6,100.0,63.63636363636363,1,0,0
nena whitby,0.0,0,6,100.0,57.14285714285714,1,0,0
cliff mummert,0.0,0,5,100.0,66.66666666666667,1,0,1
rosetta morphis,0.0,0,8,100.0,55.172413793103445,1,0,0
pamula sapp,0.0,0,6,100.0,60.86956521739131,1,0,0
delinda oceguera,0.0,0,9,100.0,59.25925925925925,1,0,0
pilar fleig,0.0,0,6,100.0,54.54545454545454,1,0,1
alayna holz,0.0,0,6,100.0,60.86956521739131,1,0,0
mervin leeks,0.0,0,6,100.0,61.53846153846154,1,0,0
adina chae,0.0,0,5,100.0,63.63636363636363,1,1,0
ivelisse mirelez,0.0,0,9,100.0,55.172413793103445,1,0,0
catrina sypher,0.0,0,8,100.0,57.14285714285714,1,0,1
reginald clevenger,0.0,0,9,100.0,60.60606060606061,1,0,0
lisette neal,0.0,0,5,100.0,66.66666666666667,1,0,1
shanell delp,0.0,0,7,100.0,61.53846153846154,1,0,0
classie whitten,0.0,0,8,100.0,64.51612903225806,1,0,1
maryanna anchondo,0.0,0,9,100.0,58.06451612903225,1,0,0
barbra lauber,0.0,0,6,100.0,56.00000000000001,1,0,0
dione eder,0.0,0,5,100.0,72.72727272727273,1,1,0
dorine nosal,0.0,0,6,100.0,63.63636363636363,1,0,0
rupert imai,0.0,0,5,100.0,63.63636363636363,1,0,0
sharron leisy,0.0,0,6,100.0,59.25925925925925,1,0,0
rupert hinojos,0.0,0,6,100.0,61.53846153846154,1,0,0
devora fail,0.0,0,6,100.0,58.33333333333333,1,0,1
chong hu,0.0,0,5,100.0,60.0,1,1,0
gricelda weinstock,0.0,0,10,100.0,54.54545454545454,1,0,0
roni defilippo,0.0,0,9,100.0,53.84615384615385,1,0,0
carman yetter,0.0,0,5,100.0,64.0,1,0,1
lakisha obando,0.0,0,7,100.0,61.53846153846154,1,0,0
ayana uzzle,0.0,0,5,100.0,60.0,1,0,0
yetta daugherty,0.0,0,9,100.0,57.14285714285714,1,0,0
lynda omalley,0.0,0,7,100.0,64.28571428571428,1,0,0
sharri hartzler,0.0,0,6,100.0,64.28571428571428,1,0,0
jerlene hopf,0.0,0,7,100.0,53.84615384615385,1,0,0
earlene melody,0.0,0,6,100.0,64.28571428571428,1,0,1
evon omalley,0.0,0,5,100.0,60.86956521739131,1,0,0
fannie hartzler,0.0,0,7,100.0,66.66666666666667,1,0,0
kenny jolliff,0.0,0,7,100.0,60.86956521739131,1,0,0
elizebeth eutsler,0.0,0,7,100.0,66.66666666666667,1,0,0
michell finnell,0.0,0,7,100.0,60.0,1,0,0
nicolette motz,0.0,0,8,100.0,56.00000000000001,1,0,0
spring rippel,0.0,0,7,100.0,57.14285714285714,1,0,1
maurice corvin,0.0,0,6,100.0,62.06896551724138,1,0,0
thomasine slevin,0.0,0,9,100.0,54.54545454545454,1,0,0
madlyn vanepps,0.0,0,8,100.0,59.25925925925925,1,0,0
ambrose mattinson,0.0,0,8,100.0,64.51612903225806,1,0,1
jolene bhakta,0.0,0,7,100.0,58.33333333333333,1,0,1
marcell malloy,0.0,0,6,100.0,64.28571428571428,1,0,0
rosetta vales,0.0,0,5,100.0,64.0,1,0,0
ria greely,0.0,0,5,100.0,60.86956521739131,1,1,1
venetta hochmuth,0.0,0,9,100.0,51.85185185185186,1,0,0
tarsha cuccia,0.0,0,7,100.0,57.14285714285714,1,0,0
laurinda osby,0.0,0,7,100.0,59.25925925925925,1,0,0
oscar costigan,0.0,0,8,100.0,57.14285714285714,1,0,0
shawnta zilnicki,0.0,0,9,100.0,56.00000000000001,1,0,0
selena hartig,0.0,0,6,100.0,66.66666666666667,1,0,0
tenisha border,0.0,0,7,100.0,59.25925925925925,1,0,1
travis eubanks,0.0,0,8,100.0,56.00000000000001,1,0,1
america buggs,0.0,0,6,100.0,64.0,1,0,0
leesa mancil,0.0,0,7,100.0,60.86956521739131,1,0,0
yukiko rodriques,0.0,0,9,100.0,56.00000000000001,1,0,0
frederica bulfer,0.0,0,9,100.0,55.172413793103445,1,0,0
odessa studivant,0.0,0,9,100.0,56.00000000000001,1,0,0
willetta haberman,0.0,0,8,100.0,60.60606060606061,1,0,0
adell buzzard,0.0,0,6,100.0,62.06896551724138,1,0,1
micki neihoff,0.0,0,8,100.0,56.00000000000001,1,0,0
sonya jorgenson,0.0,0,7,100.0,62.06896551724138,1,0,0
damon frandsen,0.0,0,6,100.0,66.66666666666667,1,0,0
joyce dunnington,0.0,0,8,100.0,57.14285714285714,1,0,0
leandro dresel,0.0,0,7,100.0,64.28571428571428,1,0,0
keli kandoll,0.0,0,5,100.0,60.86956521739131,1,0,0
harriet hoard,0.0,0,5,100.0,66.66666666666667,1,0,1
gricelda follmer,0.0,0,8,100.0,57.14285714285714,1,0,0
maragret fifield,0.0,0,8,100.0,60.0,1,0,0
sol kaestner,0.0,0,6,100.0,60.86956521739131,1,0,1
becky kranz,0.0,0,5,100.0,58.33333333333333,1,0,0
yukiko neisler,0.0,0,6,100.0,61.53846153846154,1,0,0
etha speer,0.0,0,6,100.0,63.1578947368421,1,0,1
otelia rio,0.0,0,6,100.0,64.0,1,0,1
lacy britto,0.0,0,6,100.0,57.14285714285714,1,0,1
vivian bradley,0.0,0,5,100.0,69.23076923076923,1,0,0
leslie rio,0.0,0,5,100.0,63.63636363636363,1,0,1
boyce tubman,0.0,0,7,100.0,55.55555555555556,1,0,1
stanton norling,0.0,0,7,100.0,58.06451612903225,1,0,0
herma guilbert,0.0,0,6,100.0,66.66666666666667,1,0,1
milton postma,0.0,0,8,100.0,56.00000000000001,1,0,0
terese mijangos,0.0,0,7,100.0,57.14285714285714,1,0,0
victor oller,0.0,0,4,100.0,72.72727272727273,1,0,1
josefina gurr,0.0,0,7,100.0,50.0,1,0,1
rowena tubman,0.0,0,7,100.0,57.14285714285714,1,0,1
nana laclair,0.0,0,6,100.0,64.0,1,0,1
mona bobby,0.0,0,5,100.0,63.63636363636363,1,0,1
masako furey,0.0,0,6,100.0,58.33333333333333,1,0,0
pattie carns,0.0,0,6,100.0,64.28571428571428,1,0,0
michell bramblett,0.0,0,8,100.0,60.0,1,0,0
ranee peters,0.0,0,6,100.0,64.0,1,0,0
francoise fitzhugh,0.0,0,10,100.0,52.94117647058824,1,0,0
cathleen fitting,0.0,0,8,100.0,58.06451612903225,1,0,1
tanesha pfarr,0.0,0,6,100.0,58.33333333333333,1,0,0
edda rosol,0.0,0,6,100.0,55.55555555555556,1,0,0
veronika malloy,0.0,0,8,100.0,59.25925925925925,1,0,0
willis hartgrove,0.0,0,5,100.0,73.33333333333334,1,0,0
aracely styers,0.0,0,7,100.0,59.25925925925925,1,0,0
faustino sciacca,0.0,0,9,100.0,51.85185185185186,1,0,0
ron bartle,0.0,0,5,100.0,69.56521739130434,1,0,0
gay clubb,0.0,0,6,100.0,50.0,1,0,1
natalya brunswick,0.0,0,9,100.0,57.14285714285714,1,0,1
jeromy cudney,0.0,0,7,100.0,54.54545454545454,1,0,0
vonda scherrer,0.0,0,7,100.0,57.14285714285714,1,0,0
kylie mccready,0.0,0,8,100.0,57.14285714285714,1,0,0
heike dambrosia,0.0,0,9,100.0,57.14285714285714,1,0,0
lorette tiffany,0.0,0,8,100.0,57.14285714285714,1,0,1
annabell gabriel,0.0,0,8,100.0,59.25925925925925,1,0,0
chantel earles,0.0,0,7,100.0,66.66666666666667,1,0,0
jong pecora,0.0,0,6,100.0,59.25925925925925,1,0,0
marci wind,0.0,0,5,100.0,60.0,1,0,1
myrtice snelling,0.0,0,8,100.0,58.06451612903225,1,0,0
richie roberie,0.0,0,6,100.0,66.66666666666667,1,0,0
jamee warman,0.0,0,6,100.0,64.0,1,0,1
carlee honea,0.0,0,6,100.0,61.53846153846154,1,0,0
mickey damron,0.0,0,5,100.0,74.07407407407408,1,0,0
florencio schreiber,0.0,0,11,100.0,51.61290322580645,1,0,0
tambra maine,0.0,0,6,100.0,63.63636363636363,1,0,0
deedee thomas,0.0,0,6,100.0,58.33333333333333,1,0,0
donny jenney,0.0,0,4,100.0,69.56521739130434,1,0,0
pauletta mcnemar,0.0,0,9,100.0,51.85185185185186,1,0,0
felisa abel,0.0,0,6,100.0,63.63636363636363,1,0,0
lakeesha kollar,0.0,0,7,100.0,59.25925925925925,1,0,0
ned abe,0.0,0,4,100.0,62.5,1,0,0
jena seaver,0.0,0,4,100.0,63.63636363636363,1,0,0
del schimmel,0.0,0,6,100.0,58.33333333333333,1,0,1
gerard drennen,0.0,0,6,100.0,61.53846153846154,1,0,0
imelda farrish,0.0,0,5,100.0,69.23076923076923,1,0,0
alida lessman,0.0,0,6,100.0,63.63636363636363,1,0,0
ria cage,0.0,0,4,100.0,66.66666666666667,1,1,1
dorethea edick,0.0,0,6,100.0,59.25925925925925,1,0,0
dorothy myers,0.0,0,6,100.0,64.0,1,0,0
tonette dorner,0.0,0,7,100.0,64.51612903225806,1,0,0
francisca zwilling,0.0,0,10,100.0,54.54545454545454,1,0,1
adolfo montoya,0.0,0,6,100.0,59.25925925925925,1,0,0
yukiko klenke,0.0,0,6,100.0,59.25925925925925,1,0,0
kyung smiley,0.0,0,7,100.0,58.33333333333333,1,0,0
foster amy,0.0,0,5,100.0,63.63636363636363,1,0,1
bulah genovese,0.0,0,8,100.0,57.14285714285714,1,0,0
lesley mehr,0.0,0,6,100.0,60.86956521739131,1,0,0
felisa river,0.0,0,6,100.0,66.66666666666667,1,0,1
robbyn wetzler,0.0,0,6,100.0,64.0,1,0,0
terry skow,0.0,0,4,100.0,63.1578947368421,1,0,1
carson frase,0.0,0,5,100.0,58.33333333333333,1,0,1
kyung lufkin,0.0,0,7,100.0,52.63157894736843,1,0,0
delmer sargeant,0.0,0,7,100.0,61.53846153846154,1,0,0
patrina lone,0.0,0,5,100.0,66.66666666666667,1,0,1
kallie markley,0.0,0,6,100.0,66.66666666666667,1,0,0
shaquana miskell,0.0,0,9,100.0,60.0,1,0,0
geoffrey crumpler,0.0,0,5,100.0,75.0,1,0,1
terina cun,0.0,0,6,100.0,63.1578947368421,1,0,0
trudi atkins,0.0,0,5,100.0,60.86956521739131,1,0,0
pamela corum,0.0,0,7,100.0,57.14285714285714,1,0,0
julieann hanneman,0.0,0,9,100.0,62.06896551724138,1,0,0
young myers,0.0,0,5,100.0,60.0,1,0,1
eileen willaert,0.0,0,7,100.0,64.28571428571428,1,0,0
twanna dunmire,0.0,0,7,100.0,53.84615384615385,1,0,0
leesa furtado,0.0,0,7,100.0,56.00000000000001,1,0,0
thomasena torgeson,0.0,0,9,100.0,60.0,1,0,0
aletha mccaa,0.0,0,7,100.0,53.84615384615385,1,0,0
yon coleman,0.0,0,6,100.0,60.86956521739131,1,0,1
phoebe millard,0.0,0,8,100.0,56.25,1,0,1
blossom eden,0.0,0,6,100.0,63.1578947368421,1,0,1
domingo ipock,0.0,0,8,100.0,54.54545454545454,1,0,0
glynda leppert,0.0,0,7,100.0,64.51612903225806,1,0,0
ozie deschamp,0.0,0,6,100.0,68.96551724137932,1,0,0
saundra pesqueira,0.0,0,10,100.0,60.60606060606061,1,0,0
coral trull,0.0,0,6,100.0,57.14285714285714,1,0,1
lenita honea,0.0,0,6,100.0,64.0,1,0,0
roselyn fannin,0.0,0,7,100.0,66.66666666666667,1,0,0
mona talley,0.0,0,5,100.0,63.63636363636363,1,1,1
judith wheeless,0.0,0,8,100.0,53.84615384615385,1,0,0
sheena perryman,0.0,0,8,100.0,56.25,1,0,1
cher troyer,0.0,0,5,100.0,63.63636363636363,1,0,0
grace westmoreland,0.0,0,10,100.0,60.0,1,0,1
sonia ates,0.0,0,3,100.0,76.19047619047619,1,0,1
wayne kibby,0.0,0,5,100.0,57.14285714285714,1,0,0
leslie immel,0.0,0,6,100.0,60.86956521739131,1,0,0
gus mccready,0.0,0,7,100.0,53.84615384615385,1,0,0
pamela almon,0.0,0,4,100.0,72.0,1,0,1
sharri gallman,0.0,0,7,100.0,64.28571428571428,1,0,0
katherin duron,0.0,0,6,100.0,68.96551724137932,1,0,0
jennell prigge,0.0,0,7,100.0,64.28571428571428,1,0,0
teri weir,0.0,0,5,100.0,60.0,1,0,1
michaele mcgranahan,0.0,0,10,100.0,60.46511627906976,1,0,0
myrtice melanson,0.0,0,8,100.0,60.0,1,0,0
lakeesha arnott,0.0,0,8,100.0,60.0,1,0,0
annemarie kenley,0.0,0,9,100.0,58.06451612903225,1,0,0
tari boyce,0.0,0,5,100.0,66.66666666666667,1,1,1
mi gasaway,0.0,0,5,100.0,62.5,1,0,1
lashaun kaestner,0.0,0,8,100.0,64.51612903225806,1,0,0
cathleen sutherlin,0.0,0,9,100.0,62.85714285714285,1,0,0
nancy sillman,0.0,0,7,100.0,58.33333333333333,1,0,1
maye ruse,0.0,0,5,100.0,60.0,1,1,1
mazie hafer,0.0,0,5,100.0,60.86956521739131,1,1,0
kandi tipping,0.0,0,6,100.0,60.86956521739131,1,0,1
rod ardoin,0.0,0,5,100.0,63.63636363636363,1,0,1
selena villacorta,0.0,0,8,100.0,60.0,1,0,0
glenda rodenberger,0.0,0,9,100.0,58.06451612903225,1,0,0
sidney reinbold,0.0,0,7,100.0,60.0,1,0,0
shakira bransford,0.0,0,9,100.0,60.0,1,0,0
marquerite hanline,0.0,0,9,100.0,60.60606060606061,1,0,0
penny lybrand,0.0,0,6,100.0,59.25925925925925,1,0,1
mellissa wetherell,0.0,0,10,100.0,58.82352941176471,1,0,0
cassy holliman,0.0,0,6,100.0,57.14285714285714,1,0,0
karon adcock,0.0,0,6,100.0,63.1578947368421,1,0,0
genia bittinger,0.0,0,9,100.0,55.172413793103445,1,0,0
yon galley,0.0,0,4,100.0,72.72727272727273,1,0,1
rudolph shaughnessy,0.0,0,11,100.0,50.0,1,0,0
ocie duty,0.0,0,6,100.0,58.82352941176471,1,0,1
hillary hobart,0.0,0,7,100.0,59.25925925925925,1,0,0
kimberli luther,0.0,0,7,100.0,64.51612903225806,1,0,0
shanda allinder,0.0,0,7,100.0,64.28571428571428,1,0,0
sybil tiffany,0.0,0,8,100.0,50.0,1,0,1
denise vaz,0.0,0,4,100.0,60.0,1,0,0
pearlene ragin,0.0,0,7,100.0,64.28571428571428,1,0,0
sol morphis,0.0,0,6,100.0,60.0,1,0,1
shanae schreiber,0.0,0,8,100.0,58.06451612903225,1,0,0
victor grizzle,0.0,0,6,100.0,69.23076923076923,1,0,1
mariana thetford,0.0,0,8,100.0,61.11111111111112,1,0,0
rasheeda raglin,0.0,0,8,100.0,60.0,1,0,1
lynsey duden,0.0,0,6,100.0,60.86956521739131,1,0,0
jong stephens,0.0,0,6,100.0,64.28571428571428,1,0,0
rosanne shanahan,0.0,0,8,100.0,58.06451612903225,1,0,0
brittny carns,0.0,0,7,100.0,64.0,1,0,0
terrell groff,0.0,0,7,100.0,59.25925925925925,1,0,1
melba funderburg,0.0,0,9,100.0,53.84615384615385,1,0,0
meaghan mancil,0.0,0,7,100.0,66.66666666666667,1,0,0
raina tercero,0.0,0,6,100.0,66.66666666666667,1,0,0
arlinda leverich,0.0,0,8,100.0,57.14285714285714,1,0,0
della zoller,0.0,0,6,100.0,66.66666666666667,1,0,0
alecia buggs,0.0,0,6,100.0,58.33333333333333,1,0,0
terina mangrum,0.0,0,7,100.0,60.0,1,0,0
denisha ocon,0.0,0,6,100.0,60.86956521739131,1,0,0
julie adcox,0.0,0,5,100.0,66.66666666666667,1,0,0
guy seltzer,0.0,0,6,100.0,58.82352941176471,1,0,1
christal armitage,0.0,0,7,100.0,66.66666666666667,1,0,0
brigette rubalcaba,0.0,0,11,100.0,51.61290322580645,1,0,0
oneida luby,0.0,0,6,100.0,69.56521739130434,1,0,0
mayra padua,0.0,0,6,100.0,60.0,1,0,0
nannette elem,0.0,0,7,100.0,63.63636363636363,1,0,0
bulah kreger,0.0,0,7,100.0,56.00000000000001,1,0,0
gino hanna,0.0,0,5,100.0,64.0,1,1,1
laticia piermarini,0.0,0,7,100.0,70.58823529411764,1,0,0
glynda biffle,0.0,0,7,100.0,57.14285714285714,1,0,0
kent genovese,0.0,0,7,100.0,59.25925925925925,1,0,1
lovetta mcbay,0.0,0,8,100.0,51.85185185185186,1,0,0
melinda costigan,0.0,0,7,100.0,64.51612903225806,1,0,0
melany kear,0.0,0,5,100.0,66.66666666666667,1,0,0
eufemia knutsen,0.0,0,8,100.0,52.17391304347826,1,0,0
marietta degreenia,0.0,0,10,100.0,58.06451612903225,1,0,0
granville stuck,0.0,0,9,100.0,58.06451612903225,1,0,1
shiloh burkhardt,0.0,0,10,100.0,51.42857142857142,1,0,0
marnie corum,0.0,0,6,100.0,58.33333333333333,1,0,0
rosa chabot,0.0,0,6,100.0,63.1578947368421,1,0,1
consuela willman,0.0,0,9,100.0,60.0,1,0,0
elza chambers,0.0,0,6,100.0,66.66666666666667,1,0,0
nichelle sabol,0.0,0,6,100.0,62.06896551724138,1,0,0
kasha krieg,0.0,0,6,100.0,56.00000000000001,1,0,0
meghann kowal,0.0,0,6,100.0,58.33333333333333,1,1,0
felicita lover,0.0,0,7,100.0,64.51612903225806,1,0,1
geneva ates,0.0,0,5,100.0,63.63636363636363,1,0,1
santina murton,0.0,0,5,100.0,66.66666666666667,1,0,0
sonny weir,0.0,0,5,100.0,63.63636363636363,1,0,1
chong tramel,0.0,0,6,100.0,63.63636363636363,1,0,0
sigrid wronski,0.0,0,8,100.0,55.172413793103445,1,0,0
adria bay,0.0,0,4,100.0,63.1578947368421,1,0,1
carolann hernandes,0.0,0,9,100.0,58.06451612903225,1,0,0
brenton klopfer,0.0,0,7,100.0,59.25925925925925,1,0,0
elizabet nestle,0.0,0,7,100.0,70.96774193548387,1,0,1
caroline williamson,0.0,0,9,100.0,62.85714285714285,1,0,1
ed medeiros,0.0,0,6,100.0,60.0,1,0,0
sandi feltz,0.0,0,6,100.0,56.00000000000001,1,0,0
gregory rodriques,0.0,0,8,100.0,66.66666666666667,1,0,0
lore strauch,0.0,0,6,100.0,57.14285714285714,1,0,1
jama torgeson,0.0,0,6,100.0,62.06896551724138,1,0,1
regina constance,0.0,0,8,100.0,56.25,1,0,0
irina weatherbee,0.0,0,8,100.0,60.60606060606061,1,0,0
emilia leitner,0.0,0,6,100.0,69.23076923076923,1,0,0
christene joy,0.0,0,7,100.0,59.25925925925925,1,0,1
han klemme,0.0,0,5,100.0,57.14285714285714,1,0,1
lorette kellen,0.0,0,7,100.0,58.33333333333333,1,0,0
porter pfannenstiel,0.0,0,10,100.0,54.54545454545454,1,0,1
gracia kanagy,0.0,0,7,100.0,56.00000000000001,1,0,0
curt maughan,0.0,0,6,100.0,56.00000000000001,1,0,1
barabara clyburn,0.0,0,8,100.0,60.0,1,0,1
camelia beverley,0.0,0,8,100.0,64.51612903225806,1,0,0
