Name,Label,levenshtein_real,levenshtein_fictional,fuzzy_real,fuzzy_fictional,double_metaphone_real,double_metaphone_fictional,is_dictionary_word
Dora and the Lost City of Gold,1.0,19,0,47.82608695652174,100.0,0,1,1
Dora and the Search for Sol Dorado,1.0,22,0,48.97959183673469,100.0,0,1,1
Dora the Explorer: Journey to the Purple Planet,1.0,34,28,41.26984126984127,53.84615384615385,0,0,1
Dora's Party Favorites,1.0,13,0,54.054054054054056,100.0,0,1,1
"Go, Diego, Go!",1.0,10,0,48.0,100.0,0,1,0
Dora and Friends: Into the City!,1.0,21,0,46.80851063829788,100.0,0,1,1
Knapsack!,1.0,6,0,57.14285714285714,100.0,0,1,0
Todos Juntos,1.0,7,0,57.14285714285714,100.0,0,1,0
Dora the Explorer video games,1.0,18,18,54.54545454545454,53.65853658536586,0,0,1
Template:Dora the Explorer,1.0,16,14,52.63157894736843,63.1578947368421,0,0,1
Aqua,1.0,6,0,40.0,100.0,0,1,1
Bayek of Siwa,1.0,8,0,51.85185185185186,100.0,0,1,1
Freya Crescent,1.0,6,0,64.0,100.0,0,1,1
Lara Croft,1.0,4,0,63.63636363636363,100.0,0,1,1
Arno Dorian,1.0,6,0,63.63636363636363,100.0,0,1,0
Eivor Varinsdottir,1.0,10,11,60.60606060606061,56.25,0,0,0
Elena Fisher,1.0,5,0,72.0,100.0,0,1,1
Aveline de Grandpré,1.0,9,10,61.11111111111112,57.14285714285714,0,0,1
Edward Kenway,1.0,7,0,56.00000000000001,100.0,0,1,0
Mario,1.0,3,2,72.72727272727273,83.33333333333334,0,1,0
Rikku,1.0,5,2,50.0,71.42857142857143,0,1,0
Riku,1.0,5,2,46.15384615384615,75.0,0,1,0
Sackboy,1.0,5,3,58.82352941176471,66.66666666666667,0,1,0
Sora,1.0,5,1,50.0,75.0,0,1,1
Teemo,1.0,5,0,57.14285714285714,100.0,0,1,0
Toriel,1.0,5,0,58.82352941176471,100.0,0,1,0
Vivi Ornitier,1.0,7,0,64.0,100.0,0,1,0
Kate Walker,1.0,5,0,60.86956521739131,100.0,0,1,1
Wario,1.0,3,2,72.72727272727273,72.72727272727273,1,1,0
Yuna,1.0,6,2,46.15384615384615,66.66666666666667,0,1,0
Caesar,1.0,5,0,55.55555555555556,100.0,0,1,0
Captain Gutt,1.0,6,3,58.33333333333333,76.92307692307692,0,0,1
Koba,1.0,5,0,50.0,100.0,0,1,0
Peaches,1.0,5,0,62.5,100.0,0,1,0
Scrat,1.0,4,0,53.333333333333336,100.0,0,1,1
Sergeant Apone,1.0,7,0,62.06896551724138,100.0,0,1,1
Ash,1.0,6,2,40.0,66.66666666666667,0,0,1
Carter Burke,1.0,6,4,61.53846153846154,78.26086956521739,0,0,1
Dallas,1.0,5,0,62.5,100.0,0,1,0
Dillon,1.0,5,0,58.82352941176471,100.0,0,1,0
Elizabeth Shaw,1.0,5,3,71.42857142857143,82.75862068965517,0,0,1
Lieutenant Gorman,1.0,8,0,68.96551724137932,100.0,0,1,1
Dwayne Hicks,1.0,5,4,64.0,72.72727272727273,1,1,0
Hudson,1.0,5,3,62.5,75.0,0,0,0
Kane,1.0,5,0,50.0,100.0,0,1,0
Peter Weyland,1.0,6,5,60.86956521739131,69.23076923076923,0,0,1
Vasquez,1.0,5,2,63.1578947368421,76.92307692307692,0,0,0
Walter One,1.0,3,0,70.0,100.0,1,1,1
Xenomorph,1.0,6,0,60.0,100.0,0,1,0
Predator,1.0,6,0,60.0,100.0,0,1,1
Wolf Predator,1.0,8,0,52.17391304347826,100.0,0,1,1
Crash Bandicoot,1.0,8,0,58.06451612903225,100.0,0,1,1
Doctor Neo Cortex,1.0,9,0,54.54545454545454,100.0,0,1,1
Princess Bubblegum,1.0,9,0,62.85714285714285,100.0,0,1,1
Ice King,1.0,4,3,63.1578947368421,76.19047619047619,0,0,1
Marceline the Vampire Queen,1.0,15,12,53.65853658536586,67.85714285714286,0,0,1
Squid,1.0,5,2,42.10526315789473,60.0,0,1,1
Blue Beetle,1.0,6,4,60.86956521739131,72.72727272727273,0,0,1
Jack Frost,1.0,4,3,63.63636363636363,70.0,0,0,1
Red Bee,1.0,3,3,57.14285714285714,66.66666666666667,0,1,1
Rockman,1.0,5,3,55.55555555555556,61.53846153846154,0,1,1
Aardwolf,1.0,5,3,58.82352941176471,62.5,0,0,1
Absalom,1.0,5,0,55.55555555555556,100.0,0,1,0
Adam X the X-Treme,1.0,11,10,54.54545454545454,57.14285714285714,0,0,1
Bloodstrike,1.0,7,0,59.25925925925925,100.0,0,1,0
Bloodtide,1.0,6,0,57.14285714285714,100.0,0,1,0
"Bob, Agent of Hydra",1.0,12,9,50.0,61.11111111111112,0,0,1
G. W. Bridge,1.0,7,0,46.15384615384615,100.0,0,1,1
Cardinal,1.0,5,0,60.86956521739131,100.0,0,1,1
Domino,1.0,5,0,58.82352941176471,100.0,0,1,1
Feral,1.0,5,2,53.333333333333336,71.42857142857143,0,1,1
Genesis,1.0,5,2,57.14285714285714,71.42857142857143,0,0,1
Gideon,1.0,5,3,58.82352941176471,70.58823529411764,0,0,0
Phil Grayfield,1.0,6,0,70.96774193548387,100.0,0,1,0
Husk,1.0,6,0,46.15384615384615,100.0,0,1,1
Hybrid,1.0,4,0,50.0,100.0,0,1,1
Garrison Kane,1.0,4,6,75.0,66.66666666666667,0,0,1
Kid Colt,1.0,4,4,55.55555555555556,58.82352941176471,0,0,1
Kwannon,1.0,6,3,55.55555555555556,66.66666666666667,1,1,0
Locus,1.0,5,2,46.15384615384615,80.0,1,1,1
Midnight's Fire,1.0,10,6,55.172413793103445,66.66666666666667,0,0,1
Jack Monroe,1.0,5,4,66.66666666666667,72.72727272727273,0,0,1
Nomad,1.0,5,2,57.14285714285714,72.72727272727273,0,0,1
Phantazia,1.0,5,0,60.0,100.0,0,1,0
Piecemeal,1.0,6,0,60.0,100.0,0,1,1
Psionex,1.0,6,4,53.333333333333336,66.66666666666667,0,1,0
Shatterstar,1.0,5,5,69.56521739130434,61.53846153846154,0,0,0
Six Pack,1.0,4,4,58.82352941176471,63.1578947368421,0,0,1
Slayback,1.0,5,0,63.1578947368421,100.0,0,1,0
Threnody,1.0,6,0,57.14285714285714,100.0,0,1,1
Vindaloo,1.0,6,3,55.55555555555556,66.66666666666667,0,0,0
Weasel,1.0,5,0,55.55555555555556,100.0,0,1,1
Young Allies,1.0,6,6,60.86956521739131,64.0,0,0,1
Ahura,1.0,5,2,57.14285714285714,72.72727272727273,0,1,1
Blackheart,1.0,6,3,60.86956521739131,82.35294117647058,0,0,1
Bushwacker,1.0,5,0,56.00000000000001,100.0,0,1,0
Locksmith,1.0,6,4,57.14285714285714,61.53846153846154,0,0,1
Longshot,1.0,5,0,54.54545454545454,100.0,0,1,0
Spiral,1.0,5,3,53.333333333333336,66.66666666666667,0,0,1
Typhoid Mary,1.0,7,0,52.17391304347826,100.0,0,1,1
Armida,1.0,6,2,53.333333333333336,72.72727272727273,0,0,0
Clorinda,1.0,6,3,66.66666666666667,71.42857142857143,0,0,0
Erminia,1.0,6,0,57.14285714285714,100.0,0,1,0
Olindo,1.0,5,0,62.5,100.0,0,1,0
Rinaldo,1.0,4,0,63.1578947368421,100.0,1,1,0
Sofronia,1.0,6,4,54.54545454545454,62.5,0,0,0
"Tancred, Prince of Galilee",1.0,16,0,51.28205128205128,100.0,0,1,1
Syaoran Li,1.0,6,0,57.14285714285714,100.0,0,1,1
Euphemia li Britannia,1.0,10,0,61.11111111111112,100.0,0,1,1
C.C.,1.0,6,0,0.0,100.0,0,1,0
Nunnally Lamperouge,1.0,10,0,56.25,100.0,0,1,0
Kallen Stadtfeld,1.0,8,0,60.0,100.0,0,1,0
Dhu al-Qarnayn,1.0,7,8,58.33333333333333,57.14285714285714,0,0,1
Oghuz Khagan,1.0,7,0,56.00000000000001,100.0,0,1,0
Alexander Romance,1.0,7,0,70.58823529411764,100.0,0,1,1
Alexander the Great in Islamic tradition,1.0,26,23,50.0,57.6271186440678,0,0,1
Theories about Alexander the Great in the Quran,1.0,32,27,46.15384615384615,59.09090909090908,0,0,1
Darius the Great,1.0,8,4,60.0,75.0,0,0,1
Dhu'l Manar Abrahah,1.0,11,12,53.333333333333336,50.0,0,0,0
Gates of Alexander,1.0,9,0,58.06451612903225,100.0,0,1,1
Hadith Dhulqarnayn,1.0,10,10,54.54545454545454,55.55555555555556,0,0,0
Heraclius,1.0,5,0,66.66666666666667,100.0,0,1,0
Hikayat Iskandar Zulkarnain,1.0,15,16,54.16666666666667,52.63157894736843,0,0,0
Horns of Alexander,1.0,9,0,64.51612903225806,100.0,0,1,1
Imru al-Qays I ibn Amr,1.0,14,15,46.15384615384615,48.78048780487805,0,0,1
Iskandarnameh,1.0,7,7,58.33333333333333,57.14285714285714,0,0,0
Jabulqa and Jabulsa,1.0,11,10,57.14285714285714,58.82352941176471,0,0,1
Al-Kahf,1.0,6,0,40.0,100.0,0,1,0
Land of Darkness,1.0,8,7,62.06896551724138,66.66666666666667,0,0,1
Messiah ben Joseph,1.0,10,0,54.54545454545454,100.0,0,1,1
Qissat al-Iskandar,1.0,10,10,58.06451612903225,58.82352941176471,0,0,0
Qissat Dhulqarnayn,1.0,10,10,57.14285714285714,53.333333333333336,0,0,0
Sa'b Dhu Marathid,1.0,10,10,51.61290322580645,51.85185185185186,0,0,1
Sadd-i Iskandari,1.0,9,9,59.25925925925925,56.25,0,0,0
Sīrat al-Iskandar,1.0,8,9,60.0,55.172413793103445,0,0,0
Nancy Green,1.0,5,3,60.86956521739131,76.19047619047619,0,0,1
Ethel Ernestine Harper,1.0,11,0,57.89473684210527,100.0,0,1,1
Anna Short Harrington,1.0,9,9,68.42105263157895,70.27027027027026,0,0,1
Mammy stereotype,1.0,8,9,59.25925925925925,58.33333333333333,0,0,1
Mammy's Cupboard,1.0,9,0,55.172413793103445,100.0,0,1,1
Artie Belle McGinty,1.0,11,11,57.14285714285714,57.14285714285714,0,0,1
Old Aunt Jemima,1.0,8,4,53.84615384615385,84.61538461538461,0,0,1
Lillian Richard,1.0,4,0,75.86206896551724,100.0,0,1,0
Chris L. Rutt,1.0,7,6,55.172413793103445,60.86956521739131,0,0,0
Betye Saar,1.0,6,4,66.66666666666667,66.66666666666667,0,1,0
Ben Stein,1.0,5,3,58.33333333333333,80.0,0,0,1
Edith Wilson,1.0,6,5,60.86956521739131,69.56521739130434,0,0,0
Aunt Priscilla,1.0,7,0,64.28571428571428,100.0,0,1,1
Jim Crow,1.0,5,4,57.14285714285714,66.66666666666667,0,0,1
Gumbo Chaff,1.0,6,6,50.0,52.63157894736843,0,0,1
Machwitz Kaffee,1.0,8,9,57.14285714285714,60.86956521739131,0,0,0
Mary Blane,1.0,5,0,66.66666666666667,100.0,0,1,1
The Masque of Blackness,1.0,15,11,48.64864864864865,59.09090909090908,0,0,1
Miss Lucy Long,1.0,9,0,51.85185185185186,100.0,0,1,1
Old Dan Tucker,1.0,6,7,72.0,60.86956521739131,0,0,1
S.mouse,1.0,6,0,50.0,100.0,1,1,0
Zwarte Piet,1.0,6,0,60.86956521739131,100.0,0,1,1
Abis Mal,1.0,5,0,63.1578947368421,100.0,0,1,1
Abu,1.0,5,1,40.0,66.66666666666667,0,1,1
Abu the Monkey,1.0,7,0,53.84615384615385,100.0,0,1,1
Aladdin's Magic Carpet,1.0,14,0,52.63157894736843,100.0,0,1,1
Amin Damoola,1.0,7,6,58.33333333333333,60.86956521739131,0,0,1
Arbutus,1.0,6,2,47.61904761904761,76.92307692307692,0,0,1
Arbutus aladdin,1.0,8,8,57.14285714285714,63.63636363636363,0,0,1
Ayam Aghoul,1.0,7,7,54.54545454545454,52.63157894736843,1,0,0
Aziz,1.0,5,2,42.85714285714286,66.66666666666667,0,0,0
Carpet,1.0,5,2,55.55555555555556,76.92307692307692,1,1,1
Chaos,1.0,5,2,53.333333333333336,72.72727272727273,0,1,1
Disney genie,1.0,6,6,61.53846153846154,66.66666666666667,0,0,1
Eden,1.0,5,2,46.15384615384615,60.0,0,1,0
Fatima,1.0,5,0,62.5,100.0,0,1,0
Haroud Hazi Bin,1.0,8,8,56.00000000000001,57.14285714285714,0,0,1
Khartoum,1.0,6,0,55.55555555555556,100.0,0,1,0
Magic Carpet,1.0,6,0,60.86956521739131,100.0,0,1,1
Mechanicles,1.0,6,0,60.86956521739131,100.0,0,1,0
Mechanikles,1.0,6,0,60.86956521739131,100.0,0,1,0
Minos,1.0,4,2,61.53846153846154,66.66666666666667,1,0,0
Mozenrath,1.0,5,0,55.55555555555556,100.0,0,1,0
Phasir,1.0,5,3,53.333333333333336,66.66666666666667,0,0,0
Razoul,1.0,5,3,47.05882352941176,76.92307692307692,0,1,0
Sa'luk,1.0,5,3,53.333333333333336,61.53846153846154,0,1,0
Sadira,1.0,5,2,53.333333333333336,72.72727272727273,1,1,0
Sultan,1.0,5,0,53.333333333333336,100.0,0,1,1
The Genie,1.0,5,0,60.0,100.0,0,1,1
The Sultan,1.0,5,0,63.1578947368421,100.0,0,1,1
Hana Abadeer,1.0,6,4,69.56521739130434,76.92307692307692,0,0,0
Sid Barrett,1.0,5,0,60.86956521739131,100.0,0,1,0
Black Dynamite,1.0,8,5,56.00000000000001,69.23076923076923,0,0,1
Black Panther,1.0,6,4,59.25925925925925,80.0,0,0,1
Black Vulcan,1.0,6,5,58.33333333333333,72.72727272727273,0,0,1
Tolkien Black,1.0,6,5,64.28571428571428,69.56521739130434,0,0,1
Bliss,1.0,5,0,53.333333333333336,100.0,0,1,1
Cleveland Brown,1.0,7,4,64.28571428571428,88.23529411764706,0,0,1
Cleveland Brown Jr.,1.0,10,0,56.25,100.0,0,1,1
Ethan Clade,1.0,6,0,69.56521739130434,100.0,0,1,0
Dottie McStuffins,1.0,9,9,60.0,58.06451612903225,0,0,0
Fillmore!,1.0,5,5,60.86956521739131,63.63636363636363,0,0,0
Franklin,1.0,5,3,70.0,70.58823529411764,0,0,1
Joe Gardner,1.0,5,0,69.56521739130434,100.0,0,1,1
Alisha Hawthorne,1.0,7,0,68.96551724137932,100.0,0,1,0
Izzy Hawthorne,1.0,8,4,53.333333333333336,74.07407407407408,0,0,0
Dr. Hibbert,1.0,5,0,60.86956521739131,100.0,0,1,0
Homey D. Clown,1.0,8,0,48.0,100.0,0,1,1
Hungan,1.0,5,0,58.82352941176471,100.0,1,1,0
Marshall Lee,1.0,6,4,66.66666666666667,69.56521739130434,0,0,1
Mammy Two Shoes,1.0,9,0,51.85185185185186,100.0,0,1,1
Miles Morales,1.0,6,6,64.0,66.66666666666667,0,0,0
Prince Naveen,1.0,6,5,60.86956521739131,69.56521739130434,0,0,1
Pretty Pretty Please I Don't Want to be a Magical Girl,1.0,41,36,35.61643835616438,43.67816091954023,0,0,1
Captain Pulk,1.0,6,3,59.25925925925925,80.0,0,1,1
Sakina,1.0,5,0,55.55555555555556,100.0,0,1,0
Spyke,1.0,5,1,47.05882352941176,80.0,0,1,0
Static,1.0,5,3,50.0,70.58823529411764,0,0,1
John Stewart,1.0,6,0,58.33333333333333,100.0,0,1,0
Tiana,1.0,5,2,57.14285714285714,80.0,0,0,0
Nyota Uhura,1.0,6,0,60.0,100.0,0,1,0
Yasuke,1.0,4,3,53.333333333333336,66.66666666666667,0,1,0
African characters in comics,1.0,17,13,53.65853658536586,63.33333333333333,0,0,1
All-Negro Comics,1.0,10,0,51.61290322580645,100.0,0,1,0
Ant,1.0,6,2,36.36363636363637,75.0,0,1,1
Rue Bahia,1.0,4,5,58.82352941176471,60.0,0,0,1
Barack the Barbarian,1.0,10,0,58.06451612903225,100.0,0,1,1
Bella Donna,1.0,5,0,61.53846153846154,100.0,0,1,1
Best Shot in the West,1.0,13,11,51.61290322580645,63.1578947368421,0,0,1
Bilbolbul,1.0,6,0,57.14285714285714,100.0,0,1,0
Black Lightning,1.0,8,0,56.25,100.0,0,1,1
Blondin et Cirage,1.0,10,9,60.0,62.5,0,0,0
Cyborg,1.0,6,3,50.0,61.53846153846154,0,1,0
Dora Milaje,1.0,5,5,63.1578947368421,69.56521739130434,0,0,0
Falcon,1.0,5,3,62.5,66.66666666666667,0,1,1
Flawed,1.0,5,0,55.55555555555556,100.0,0,1,1
Gem Ezz,1.0,5,4,53.333333333333336,50.0,0,1,1
Golden Legacy,1.0,7,0,56.00000000000001,100.0,0,1,1
Hambone's Meditations,1.0,11,0,61.11111111111112,100.0,0,1,0
Hardware,1.0,4,0,58.82352941176471,100.0,0,1,1
Icon,1.0,6,1,50.0,85.71428571428572,0,1,1
Little Negro Bu-ci-bu,1.0,13,11,46.15384615384615,62.5,0,0,1
Machiste,1.0,5,0,60.0,100.0,0,1,0
Angelfood McSpade,1.0,10,0,58.06451612903225,100.0,0,1,0
Man-Ape,1.0,5,0,47.05882352941176,100.0,0,1,0
Martin Luther King and the Montgomery Story,1.0,30,0,44.82758620689656,100.0,0,1,1
Naomi McDuffie,1.0,8,0,56.00000000000001,100.0,0,1,0
Memín Pinguín,1.0,7,0,53.84615384615385,100.0,0,1,0
Muviro,1.0,5,2,50.0,66.66666666666667,1,0,0
Negro Romance,1.0,7,0,61.53846153846154,100.0,0,1,1
Barack Obama in comics,1.0,13,0,54.054054054054056,100.0,0,1,1
Pelezinho,1.0,6,5,60.0,61.53846153846154,0,0,0
Portrayal of black people in comics,1.0,24,0,45.833333333333336,100.0,0,1,1
Powerman,1.0,5,0,63.63636363636363,100.0,0,1,0
Monica Rambeau,1.0,5,6,71.42857142857143,64.51612903225806,0,0,0
La Ribambelle,1.0,6,0,64.0,100.0,0,1,1
Robbie Robertson,1.0,7,0,64.28571428571428,100.0,0,1,0
Sjors & Sjimmie,1.0,9,0,50.0,100.0,0,1,0
Tetu,1.0,5,2,50.0,66.66666666666667,0,1,0
The Urban Legend,1.0,9,8,57.14285714285714,61.53846153846154,0,0,1
War Machine,1.0,5,4,63.63636363636363,69.56521739130434,0,0,1
Martha Washington,1.0,6,5,68.75,72.72727272727273,0,0,0
Zenzi,1.0,5,2,57.14285714285714,66.66666666666667,1,1,0
Abie the Agent,1.0,8,0,59.25925925925925,100.0,0,1,1
Asher Wolke,1.0,6,5,64.0,66.66666666666667,0,0,0
Daniel Balint,1.0,5,0,69.23076923076923,100.0,0,1,0
Laura Ballard,1.0,5,6,69.23076923076923,64.28571428571428,0,0,1
Tom Berenson,1.0,5,5,64.0,63.63636363636363,0,0,0
B.J. Blazkowicz,1.0,7,0,57.14285714285714,100.0,0,1,0
Myron Bolitar,1.0,6,0,60.86956521739131,100.0,0,1,1
Matthew Buchanan,1.0,7,5,60.60606060606061,75.86206896551724,0,0,0
Brad Carlton,1.0,5,5,66.66666666666667,66.66666666666667,0,0,1
Clutch,1.0,6,0,52.63157894736843,100.0,0,1,1
Irving Cohen,1.0,6,5,58.33333333333333,64.0,0,0,0
Izzy Cohen,1.0,6,0,57.14285714285714,100.0,0,1,0
Sander Cohen,1.0,6,0,64.0,100.0,0,1,1
Sandy Cohen,1.0,5,2,63.63636363636363,86.95652173913044,0,0,1
Seth Cohen,1.0,5,4,58.33333333333333,72.72727272727273,0,0,1
Crash & Bernstein,1.0,8,7,62.85714285714285,62.5,0,0,1
Phil D'Amato,1.0,7,7,56.00000000000001,60.0,0,0,0
Cindy Decker,1.0,5,0,60.86956521739131,100.0,0,1,1
Peter Decker,1.0,5,3,64.0,75.0,0,0,1
Duffman,1.0,5,3,52.63157894736843,57.14285714285714,1,0,0
Morgan Edge,1.0,6,0,56.00000000000001,100.0,0,1,1
Alan Eppes,1.0,5,0,60.86956521739131,100.0,0,1,1
Charlie Eppes,1.0,5,0,71.42857142857143,100.0,0,1,0
Don Eppes,1.0,5,3,63.1578947368421,73.6842105263158,0,0,1
Fran Fine,1.0,5,0,66.66666666666667,100.0,0,1,1
Cooper Freedman,1.0,8,5,59.25925925925925,75.86206896551724,0,0,1
Francine Frensky,1.0,8,7,62.06896551724138,68.96551724137932,0,0,0
Isabella Garcia-Shapiro,1.0,9,11,65.11627906976744,64.86486486486487,0,0,0
Monica Geller,1.0,5,5,66.66666666666667,66.66666666666667,0,0,0
Ross Geller,1.0,5,4,64.0,69.56521739130434,0,0,1
Andrew Glouberman,1.0,9,6,57.14285714285714,72.72727272727273,0,0,0
Mort Goldman,1.0,5,5,60.86956521739131,64.0,0,0,1
Mickey Goldmill,1.0,8,6,57.14285714285714,66.66666666666667,0,0,0
Cyrus Goodman,1.0,6,0,56.00000000000001,100.0,0,1,1
Rachel Green,1.0,6,0,64.0,100.0,0,1,1
Hal Emmerich,1.0,6,7,59.25925925925925,63.63636363636363,0,0,0
Saul Holden,1.0,5,2,66.66666666666667,85.71428571428572,0,0,1
Mr. Hooper,1.0,6,0,54.54545454545454,100.0,0,1,1
Hyman Kaplan,1.0,4,5,75.0,69.23076923076923,0,0,0
Tish Katsufrakis,1.0,8,10,60.0,55.172413793103445,0,0,0
Isaac Kleiner,1.0,7,0,66.66666666666667,100.0,0,1,0
"Julius Knipl, Real Estate Photographer",1.0,27,21,44.44444444444444,53.968253968253975,0,0,1
Jay Landsman,1.0,7,5,59.25925925925925,63.1578947368421,0,0,1
Jim Levenstein,1.0,6,0,62.5,100.0,0,1,0
Noah Levenstein,1.0,7,0,64.51612903225806,100.0,0,1,0
Maurice Levy,1.0,5,0,69.23076923076923,100.0,0,1,1
Josh Lyman,1.0,5,0,57.14285714285714,100.0,0,1,1
Jeffrey Mace,1.0,7,0,64.28571428571428,100.0,0,1,1
Danielle Melnick,1.0,6,0,68.96551724137932,100.0,0,1,0
Meyer Meyer,1.0,6,0,58.33333333333333,100.0,1,1,0
Stephanie Mills,1.0,6,0,70.96774193548387,100.0,0,1,0
Rhoda Morgenstern,1.0,5,7,77.77777777777779,66.66666666666667,0,0,1
Fievel Mousekewitz,1.0,9,6,61.11111111111112,68.57142857142857,0,0,0
Tanya Mousekewitz,1.0,9,0,57.14285714285714,100.0,0,1,0
Artie Nielsen,1.0,7,6,64.0,60.0,0,0,0
Ninja Sex Party,1.0,8,8,59.25925925925925,58.33333333333333,0,0,1
Nora Lewin,1.0,4,3,63.63636363636363,70.0,0,0,0
Cecil Gershwin Palmer,1.0,12,12,55.55555555555556,58.82352941176471,0,0,1
Rhonda Pearlman,1.0,7,6,68.75,71.42857142857143,0,0,0
Jake Peralta,1.0,6,0,58.33333333333333,100.0,0,1,1
Queer Duck,1.0,6,5,57.14285714285714,60.0,0,0,1
Captain Danny Ross,1.0,10,8,55.172413793103445,71.42857142857143,0,0,1
Danny Ross,1.0,3,0,70.0,100.0,0,1,1
Andrew Ryan,1.0,6,3,58.33333333333333,76.19047619047619,0,0,0
Jean-Ralphio Saperstein,1.0,12,13,55.00000000000001,52.94117647058824,0,0,0
Schmidt,1.0,6,0,58.82352941176471,100.0,0,1,0
Levi Schmitt,1.0,6,0,61.53846153846154,100.0,0,1,0
Berko Shemets,1.0,6,0,59.25925925925925,100.0,0,1,0
Terry Silver,1.0,6,0,66.66666666666667,100.0,0,1,1
Mark Slackmeyer,1.0,7,0,59.25925925925925,100.0,0,1,1
Snot,1.0,5,2,50.0,66.66666666666667,0,1,1
Dick Solomon,1.0,6,5,56.00000000000001,69.23076923076923,0,0,1
Harry Solomon,1.0,6,3,60.86956521739131,76.92307692307692,0,0,1
Sally Solomon,1.0,6,0,58.33333333333333,100.0,0,1,1
Libby Stein-Torres,1.0,10,10,53.333333333333336,53.333333333333336,0,0,0
Krug Stillo,1.0,5,6,58.33333333333333,54.54545454545454,0,0,0
Ron Stoppable,1.0,8,7,58.33333333333333,66.66666666666667,0,0,1
Dan Turpin,1.0,4,4,63.63636363636363,66.66666666666667,0,0,1
Uncle Leo,1.0,5,0,57.14285714285714,100.0,0,1,1
Kevin Walker,1.0,5,0,63.63636363636363,100.0,0,1,1
Tommy Walker,1.0,5,0,58.33333333333333,100.0,0,1,1
Tim Whatley,1.0,6,5,60.86956521739131,69.56521739130434,0,1,0
Debbie Wolowitz,1.0,8,6,57.14285714285714,60.0,0,0,0
Howard Wolowitz,1.0,8,0,55.172413793103445,100.0,0,1,0
Toby Ziegler,1.0,5,0,63.63636363636363,100.0,0,1,1
Martín Catáneo,1.0,6,5,61.53846153846154,76.92307692307692,0,0,0
Andrés Goddzer,1.0,7,7,57.14285714285714,61.53846153846154,0,0,0
Elías Goddzer,1.0,7,5,56.00000000000001,68.96551724137932,0,0,0
Anthony Goldstein,1.0,7,0,68.75,100.0,0,1,0
The King of Schnorrers,1.0,13,0,56.25,100.0,0,1,1
Rabbi Harvey,1.0,6,5,60.86956521739131,60.86956521739131,0,0,1
Arnie Roth,1.0,5,5,60.0,60.86956521739131,0,0,0
Shadow Knight,1.0,6,0,60.86956521739131,100.0,0,1,1
The Barn Owl's Wondrous Capers,1.0,19,17,46.80851063829788,52.38095238095239,0,0,1
The Eternal Jew,1.0,9,0,51.85185185185186,100.0,0,1,1
The Homeward Bounders,1.0,12,10,55.55555555555556,65.0,0,0,1
Le Juif errant,1.0,8,0,53.84615384615385,100.0,0,1,1
Melmoth the Wanderer,1.0,11,0,59.45945945945945,100.0,0,1,1
Passion Play of Iztapalapa,1.0,17,0,48.64864864864865,100.0,0,1,1
Reliques of Ancient English Poetry,1.0,24,22,45.833333333333336,47.61904761904761,0,0,1
The Meeting,1.0,6,4,66.66666666666667,72.0,0,0,1
Underneath the Lintel,1.0,12,11,55.55555555555556,58.53658536585367,0,0,1
The Wandering Jew,1.0,9,0,58.06451612903225,100.0,0,1,1
The Wandering Jew's Chronicle,1.0,17,12,51.06382978723405,73.91304347826086,0,0,1
Chthon,1.0,5,2,50.0,66.66666666666667,0,0,0
Darkhold,1.0,4,3,60.86956521739131,62.5,0,0,0
Doctor Strange in the Multiverse of Madness,1.0,31,27,42.62295081967213,49.31506849315068,0,0,1
House of M,1.0,6,5,54.54545454545454,75.0,0,0,1
Luminous,1.0,6,0,55.55555555555556,100.0,0,1,1
Django Maximoff,1.0,8,4,56.00000000000001,75.86206896551724,0,0,0
Marya Maximoff,1.0,6,3,59.25925925925925,80.0,0,0,0
Natalya Maximoff,1.0,6,0,73.33333333333334,100.0,0,1,0
Mystic Arcana: Scarlet Witch,1.0,18,0,52.17391304347826,100.0,0,1,1
Scarlet Witch & Quicksilver,1.0,16,14,54.54545454545454,65.0,0,0,1
Silver Sorceress,1.0,8,7,62.5,64.51612903225806,0,0,1
The Vision and the Scarlet Witch,1.0,20,0,48.0,100.0,0,1,1
Trial of Magneto,1.0,8,9,58.33333333333333,60.86956521739131,0,0,1
The Ultimates 3: Who Killed the Scarlet Witch?,1.0,33,20,40.625,69.23076923076923,0,0,1
WandaVision,1.0,6,0,61.53846153846154,100.0,0,1,0
Sun Bak,1.0,5,0,58.82352941176471,100.0,0,1,1
Annyong Bluth,1.0,7,0,72.0,100.0,0,1,0
Hong Chun Gi,1.0,7,0,60.0,100.0,0,1,1
Park Shi-on,1.0,6,0,60.86956521739131,100.0,0,1,1
Aikanaka,1.0,5,0,60.0,100.0,0,1,0
Hawaiʻiloa,1.0,6,0,50.0,100.0,0,1,0
Kahiko,1.0,4,2,55.55555555555556,66.66666666666667,0,0,0
Kamaiole,1.0,4,0,66.66666666666667,100.0,0,1,0
Kamaloohua,1.0,6,5,57.14285714285714,62.5,0,0,0
Kuamoʻo Moʻokini,1.0,9,0,50.0,100.0,0,1,0
Kuhimana,1.0,5,0,58.82352941176471,100.0,0,1,0
Maweke,1.0,4,0,53.333333333333336,100.0,0,1,0
Paʻao,1.0,5,0,46.15384615384615,100.0,0,1,0
Paumakua,1.0,6,0,60.0,100.0,0,1,0
Wākea,1.0,5,3,46.15384615384615,60.0,0,1,0
Template:Dick Grayson,1.0,12,0,54.54545454545454,100.0,0,1,0
Blüdhaven,1.0,4,4,57.14285714285714,57.14285714285714,0,0,0
